iter	Logloss
193	0.395531104
194	0.395168159
195	0.3947516878
196	0.394490759
197	0.3941499832
198	0.3938851056
199	0.3935683357
200	0.393118758
201	0.392797415
202	0.3924405078
203	0.3921582848
204	0.3920738684
205	0.3917052969
206	0.3913707905
207	0.3909746936
208	0.3906416496
209	0.3901735164
210	0.3899362822
211	0.3896327304
212	0.3891592946
213	0.3888430456
214	0.3887671855
215	0.3884418225
216	0.3881932153
217	0.3878789276
218	0.3875198714
219	0.3871393349
220	0.3869424601
221	0.386725952
222	0.3863777323
223	0.3859756672
224	0.3856687115
225	0.3852551065
226	0.3849253261
227	0.3845977708
228	0.3844080253
229	0.3839646155
230	0.3835576661
231	0.3834337259
232	0.383276354
233	0.3830513081
234	0.382737119
235	0.3826484859
236	0.3823909453
237	0.3822464829
238	0.3822152148
239	0.3820454132
240	0.3816944299
241	0.381479338
242	0.3813817693
243	0.3811848247
244	0.380933039
245	0.3806941572
246	0.3804352571
247	0.3800501158
248	0.3795837351
249	0.3793731744
250	0.3790567414
251	0.3789195756
252	0.3785630866
253	0.378302224
254	0.3780427821
255	0.377945431
256	0.3776845948
257	0.3773888145
258	0.3771105104
259	0.3768273569
260	0.3766854312
261	0.3763430943
262	0.3762037148
263	0.3758653249
264	0.3754396604
265	0.3753063444
266	0.3750836909
267	0.3748869906
268	0.3745770383
269	0.3744367712
270	0.3742755055
271	0.3739767635
272	0.3737051284
273	0.3733626574
274	0.3732315525
275	0.372916393
276	0.3726984478
277	0.3722915102
278	0.372057866
279	0.3718916806
280	0.3717156884
281	0.3713851336
282	0.3712105777
283	0.3709727541
284	0.3707681262
285	0.3707022966
286	0.3705691607
287	0.370428557
288	0.3703376245
289	0.3701072539
290	0.3698913423
291	0.3697252581
292	0.3695690216
293	0.3693028465
294	0.3691470946
295	0.3688677207
296	0.3687741809
297	0.3685984962
298	0.3683110878
299	0.3680821846
300	0.3678166187
301	0.3677076598
302	0.3675878181
303	0.3673093331
304	0.3671808639
305	0.3670816234
306	0.3668167128
307	0.3666135358
308	0.3663209251
309	0.3662447032
310	0.3660379824
311	0.365919738
312	0.3658257187
313	0.3654819199
314	0.3652777824
315	0.3650896327
316	0.3649093907
317	0.3647562977
318	0.364609377
319	0.3644871323
320	0.3642993158
321	0.3641262456
322	0.3639465002
323	0.3636987169
324	0.3635520262
325	0.3634666424
326	0.3632710832
327	0.3631055713
328	0.3630596377
329	0.3627490133
330	0.362675304
331	0.362462295
332	0.362273165
333	0.3621840018
334	0.3621215608
335	0.3619752692
336	0.3616949227
337	0.3615258481
338	0.3614292595
339	0.3613663428
340	0.361281356
341	0.3612045609
342	0.3609979448
343	0.3608072983
344	0.3606215386
345	0.36050588
346	0.3603184467
347	0.3601674624
348	0.3599178995
349	0.3597480581
350	0.3595381163
351	0.3592751245
352	0.3592321327
353	0.3590442254
354	0.3588936854
355	0.3587474983
356	0.3586846605
357	0.3586000095
358	0.358378663
359	0.3582479121
360	0.3581598217
361	0.3581068225
362	0.3580640359
363	0.3579146537
364	0.3577954374
365	0.3576624608
366	0.3574637823
367	0.3572594263
368	0.3570616255
369	0.3569438408
370	0.3568179518
371	0.3566577232
372	0.3564790125
373	0.3562713992
374	0.3561247735
375	0.3559986409
376	0.3559629244
377	0.3557738553
378	0.3555869111
379	0.3553871589
380	0.355095255
381	0.3549495082
382	0.3549051128
383	0.3547396499
384	0.3546536727
385	0.3544509202
386	0.3543129531
387	0.3541542537
388	0.3540042734
389	0.3538102127
390	0.3535471488
391	0.3534715709
392	0.3533758058
393	0.3532105234
394	0.3530917764
395	0.3529994209
396	0.3528171196
397	0.3526406403
398	0.3525555018
399	0.3525212004
400	0.3525180603
401	0.3523201778
402	0.3521592148
403	0.3520133741
404	0.3518692491
405	0.3517082815
406	0.3516285254
407	0.3514897822
408	0.3513884419
409	0.3510147514
410	0.3509857813
411	0.3508897335
412	0.3508221578
413	0.3507080207
414	0.3505916055
415	0.3505211185
416	0.3505166198
417	0.350389502
418	0.3502458471
419	0.3501040145
420	0.3500029736
421	0.3499627845
422	0.3499062664
423	0.3497293717
424	0.3496135311
425	0.3495036543
426	0.3494125761
427	0.3491732813
428	0.3490473808
429	0.3489241215
430	0.3487614344
431	0.3484965136
432	0.3483448588
433	0.3482046134
434	0.3480193819
435	0.3478318458
436	0.3477828511
437	0.3476697157
438	0.3475408708
439	0.3473626354
440	0.3472010788
441	0.3470999886
442	0.3469884669
443	0.346909604
444	0.3467102491
445	0.3465795109
446	0.3465123746
447	0.3464394628
448	0.3463757099
449	0.3461996806
450	0.3459712386
451	0.3458983009
452	0.3458836475
453	0.3457300472
454	0.3455177318
455	0.3453814194
456	0.3452607854
457	0.3451196748
458	0.3449504516
459	0.3447713212
460	0.3447070197
461	0.34461322
462	0.3445163425
463	0.344454649
464	0.3442825375
465	0.3442413469
466	0.3441230545
467	0.3439228823
468	0.343799064
469	0.3436760498
470	0.3434394148
471	0.3432768539
472	0.3431566763
473	0.3431059927
474	0.342965704
475	0.3428724446
476	0.3427140706
477	0.3426246119
478	0.3425352541
479	0.3425299292
480	0.3424065227
481	0.3421044138
482	0.3420205371
483	0.3419457738
484	0.3418211556
485	0.341740838
486	0.3416512101
487	0.3414576894
488	0.3413640464
489	0.3412562028
490	0.3411092602
491	0.3408638851
492	0.3408382328
493	0.3407152131
494	0.3406619146
495	0.3404714231
496	0.340245267
497	0.3401319543
498	0.3400614184
499	0.3399572492
500	0.3398410758
501	0.3397129324
502	0.3396736604
503	0.3395550391
504	0.33945815
505	0.3394315474
506	0.339232774
507	0.3391375978
508	0.3389411696
509	0.3388178243
510	0.3386476062
511	0.3385722184
512	0.3385098518
513	0.3383463931
514	0.3381724128
515	0.3380093075
516	0.3379201203
517	0.3377560369
518	0.3377328706
519	0.337539209
520	0.3373274844
521	0.3373093107
522	0.337149004
523	0.3370529746
524	0.3369017259
525	0.3368100853
526	0.3365902203
527	0.3364403323
528	0.3363714618
529	0.3363050087
530	0.3361436539
531	0.3360115739
532	0.335862057
533	0.3357918314
534	0.3356561918
535	0.3355952164
536	0.3354272006
537	0.335282808
538	0.3351581352
539	0.3349804164
540	0.3348315717
541	0.3347538502
542	0.3345513473
543	0.3344992452
544	0.3344033014
545	0.3343270571
546	0.3342696513
547	0.3342256829
548	0.334186488
549	0.3340673895
550	0.3339786268
551	0.3339525178
552	0.3338895268
553	0.3337136554
554	0.3335302154
555	0.3334424444
556	0.3332745267
557	0.3331999448
558	0.3331013906
559	0.3330584778
560	0.3329403948
561	0.332892028
562	0.3328505966
563	0.3328396496
564	0.3328154156
565	0.3327279181
566	0.3326505428
567	0.3325974026
568	0.3324339056
569	0.3321987884
570	0.3320812258
571	0.3320065834
572	0.3319844267
573	0.331910585
574	0.331866638
575	0.3317097777
576	0.3316024251
577	0.3312286632
578	0.3311482279
579	0.3310809797
580	0.3309981552
581	0.330844621
582	0.3307986732
583	0.3306120855
584	0.3304812547
585	0.3303997943
586	0.3302665381
587	0.3301343018
588	0.3300655618
589	0.3300586829
590	0.330017023
591	0.3299004284
592	0.3297358272
593	0.3295003557
594	0.3293889781
595	0.3292236109
596	0.3291382922
597	0.3290688013
598	0.3290217804
599	0.3289765151
600	0.328763073
601	0.3286629632
602	0.3284959542
603	0.3283832461
604	0.3281859051
605	0.3281613353
606	0.3280450461
607	0.3280419519
608	0.3278986228
609	0.3278110709
610	0.3277377391
611	0.3277002181
612	0.3275927575
613	0.3274655892
614	0.3272621503
615	0.3271720152
616	0.3271338092
617	0.3270376684
618	0.3269554777
619	0.3268601455
620	0.3267515382
621	0.3266383648
622	0.3265765355
623	0.3265247275
624	0.3262732184
625	0.3262441432
626	0.3261459856
627	0.3260232138
628	0.3259305223
629	0.3257893991
630	0.3256828637
631	0.3255454529
632	0.3254619746
633	0.3254058118
634	0.3252303018
635	0.3251983721
636	0.3251067737
637	0.3249698477
638	0.3248792721
639	0.3246152087
640	0.3245511867
641	0.3244234996
642	0.324297314
643	0.3242635505
644	0.3241329528
645	0.3240628106
646	0.3239014101
647	0.3238778691
648	0.323805751
649	0.3237072321
650	0.3235340038
651	0.3235057689
652	0.3234687593
653	0.3233150504
654	0.3231502163
655	0.3230463067
656	0.3230161526
657	0.3229357507
658	0.3227807913
659	0.3226447365
660	0.322528915
661	0.322419376
662	0.3223045866
663	0.3220810855
664	0.3217853134
665	0.3217683732
666	0.3217242783
667	0.3215744688
668	0.3215198929
669	0.3213919118
670	0.3213050335
671	0.3212551365
672	0.321202876
673	0.3210905285
674	0.3210336821
675	0.3208834219
676	0.3208036313
677	0.3207003785
678	0.3206865016
679	0.3205595593
680	0.3205449887
681	0.3204793962
682	0.3203384371
683	0.3202353845
684	0.3201324463
685	0.3198325259
686	0.319763036
687	0.319669469
688	0.3196136786
689	0.3194998632
690	0.3192649013
691	0.3191799043
692	0.3191228295
693	0.3189966284
694	0.3189035231
695	0.3188203639
696	0.3187807151
697	0.3187440907
698	0.3186761327
699	0.3185568749
700	0.3184455003
701	0.3183284968
702	0.3182254564
703	0.318082485
704	0.3180076856
705	0.3179132972
706	0.3177697267
707	0.3177366964
708	0.3176896943
709	0.3176242637
710	0.3175127159
711	0.3174267293
712	0.3173112034
713	0.3172904809
714	0.3171528367
715	0.3170972784
716	0.3169453692
717	0.3168357451
718	0.3167877452
719	0.3167062485
720	0.3166386312
721	0.3164072001
722	0.3162351347
723	0.3161759071
724	0.316029502
725	0.3159559363
726	0.3158370391
727	0.3156606664
728	0.3156198357
729	0.3154539925
730	0.3153558894
731	0.3152476887
732	0.3151343963
733	0.3150805776
734	0.3149822542
735	0.3147255101
736	0.3146256579
737	0.31457452
738	0.31451206
739	0.3143203696
740	0.3142245503
741	0.3141095648
742	0.3140507851
743	0.3140017984
744	0.3138985299
745	0.3137814061
746	0.3135455685
747	0.3134224546
748	0.3133331804
749	0.3132810822
750	0.3130651637
751	0.3128990652
752	0.3127046357
753	0.3125281331
754	0.3124750628
755	0.3123603298
756	0.3122892184
757	0.3122760099
758	0.3122271851
759	0.3121283057
760	0.3120550079
761	0.3119812208
762	0.3117909314
763	0.311426969
764	0.3111975029
765	0.311089386
766	0.3110167939
767	0.3109312472
768	0.3108567691
769	0.3104395997
770	0.3103702383
771	0.3102618483
772	0.3102077275
773	0.3100674635
774	0.3098911858
775	0.3097972768
776	0.309682679
777	0.3096333103
778	0.3094322838
779	0.3093478126
780	0.3091788478
781	0.3090772562
782	0.3090600831
783	0.3089396203
784	0.3088895318
785	0.3087850076
786	0.3086717879
787	0.3085411787
788	0.3084844258
789	0.3083057116
790	0.3081943945
791	0.3080944234
792	0.3078494136
793	0.3078247633
794	0.3076155286
795	0.3075912389
796	0.3075575342
797	0.3073873629
798	0.3073333242
799	0.3071789502
800	0.3071632839
801	0.3070354784
802	0.3068677988
803	0.306631473
804	0.306572238
805	0.3065162668
806	0.3064254903
807	0.3063276293
808	0.3063216917
809	0.3061123536
810	0.3060617188
811	0.3060284873
812	0.3059155255
813	0.305733072
814	0.3054345374
815	0.3053622477
816	0.3052377916
817	0.3051034601
818	0.3050050801
819	0.3049327548
820	0.3048141852
821	0.3047328402
822	0.3044435592
823	0.3043367671
824	0.3041033647
825	0.3040558498
826	0.3039688951
827	0.3039254785
828	0.3038612402
829	0.3036417346
830	0.3036143406
831	0.3035100676
832	0.3034585654
833	0.3032827263
834	0.3031789297
835	0.3030439995
836	0.30295889
837	0.3028367976
838	0.3027355411
839	0.3026304445
840	0.302547462
841	0.3024737121
842	0.3023814241
843	0.3023710015
844	0.3022805115
845	0.3022333351
846	0.3021753834
847	0.3020837073
848	0.3019507396
849	0.3018238636
850	0.3016825073
851	0.3015983307
852	0.3014867596
853	0.3013762448
854	0.3012525685
855	0.3011033878
856	0.3009883074
857	0.3008501115
858	0.3007650547
859	0.3006857768
860	0.3006330014
861	0.3004615609
862	0.3004021672
863	0.3003005934
864	0.3002368084
865	0.3000673253
866	0.2999639111
867	0.2998635981
868	0.2998442518
869	0.2997387405
870	0.2994821983
871	0.2994162416
872	0.2993284761
873	0.2992422445
874	0.2991857041
875	0.2989297058
876	0.2988662162
877	0.2988298965
878	0.298746916
879	0.2985120671
880	0.2984677742
881	0.2984253726
882	0.2983841879
883	0.2982468219
884	0.298054877
885	0.2980295821
886	0.2979031032
887	0.2976898347
888	0.2976287763
889	0.2974145762
890	0.29728463
891	0.2971575219
892	0.2969108263
893	0.2968403295
894	0.2966529592
895	0.2965575757
896	0.2964398427
897	0.2963656186
898	0.2962701718
899	0.2959584491
900	0.2958942463
901	0.2957665256
902	0.2955845333
903	0.2953479938
904	0.2952449795
905	0.2950769334
906	0.2948383498
907	0.2946983776
908	0.2944533995
909	0.2942981584
910	0.2942505282
911	0.2941527602
912	0.2940063057
913	0.2939340186
914	0.2937668657
915	0.2936872975
916	0.2935953059
917	0.293565153
918	0.2935441458
919	0.2934649991
920	0.2932205439
921	0.293199393
922	0.2930954154
923	0.2930286042
924	0.2929259228
925	0.2928614343
926	0.2927618067
927	0.2926579973
928	0.2924353437
929	0.2922909121
930	0.2922517447
931	0.291996636
932	0.2919284557
933	0.2916901042
934	0.2916650969
935	0.291556239
936	0.2914589947
937	0.2914123839
938	0.2913425919
939	0.2913041566
940	0.2912396905
941	0.2910846611
942	0.2909269493
943	0.2907447688
944	0.2905159365
945	0.2904769315
946	0.2903090139
947	0.2902096285
948	0.2901584812
949	0.2900355777
950	0.2900008715
951	0.2899083694
952	0.2897175251
953	0.2894896889
954	0.2894219669
955	0.2892308564
956	0.2891256763
957	0.2890559325
958	0.2889551017
959	0.2889039779
960	0.2888093436
961	0.288561277
962	0.288420643
963	0.288306593
964	0.2883009652
965	0.2881338105
966	0.2880123647
967	0.2880071436
968	0.2878818558
969	0.2878398371
970	0.2877370282
971	0.2875588053
972	0.2874225834
973	0.2874129113
974	0.2871039805
975	0.2868138104
976	0.2867199237
977	0.2866364773
978	0.286481831
979	0.2864088212
980	0.2863820497
981	0.2863129811
982	0.2862878237
983	0.2862096557
984	0.2860461662
985	0.2859656822
986	0.2858714236
987	0.285832356
988	0.2856329979
989	0.2855747237
990	0.285346057
991	0.285268695
992	0.2851754209
993	0.284979578
994	0.2849121426
995	0.2846356024
996	0.2845635592
997	0.2844872627
998	0.2842629918
999	0.2840870457
